image_id,premise,hypothesis,hypothesis_syn,label
296038,Groups of tents set up on the side of a city street. ,tree,tree.n.01,1
365802,an image of a laptop on the desk area,key,key.n.01,1
311550,A train on the railroad tracks passing warning lights.,life jacket,life_jacket.n.01,0
157497,A baby elephant following behind a mother elephant,field,field.n.01,1
306191,An arial view of a bathroom with colorful tiles creates a sunken floor effect.,hoof,hoof.n.01,0
25951,a half eaten pizza sitting on a metal surface. ,cooking tray,tray.n.01,1
569431,People on the beach watching a horse and rider galloping,tree,tree.n.01,0
51537,A group of cows grazing in a field near a river side.,green feathers,feather.n.01,0
305826,Plates of food are lined up in the kitchen near a stove.,corner,corner.n.01,0
278660,A stop sign near a large brick building.,filaments,fibril.n.01,0
324626,Two men sit on stairs to a building looking at a cell phone.,head,head.n.01,1
520325,This black and white photo shows a painting that was done on the side of a building,hat,hat.n.01,0
268921,four airplanes that are flying through the sky,jet,jet.n.01,1
26746,A female tennis player swings her racquet to hit a ball. ,car,car.n.01,0
397599,A look at a small section of road that's under construction. ,jacket,jacket.n.01,0
261051,A man is posing for a picture ,dog,dog.n.01,0
354644,A train rolls by on the rails with smoke coming from its chimney. ,tree,tree.n.01,1
161871,A circus elephant performing a stunt before a crowd.,stool,stool.n.01,1
321410,People in dress clothes standing with a surfboard near them. ,people,people.n.01,1
440546,Three people ride an elephant while a man on the ground directs him. ,ground,land.n.04,1
197036,"An iridescent, intricately designed vase sits among other vases in a display. ",woman,woman.n.01,0
296946,A furry dog sitting between the legs of a person.,shoe,shoe.n.01,1
30731,The sailboat is arriving at the rocky shore.,foliage,leaf.n.01,0
288513,A meter in front of a rock face wall,parking meter,machine.n.01,1
12876,a bicycle with a basket on the wall of a building,dock,dock.n.01,0
117667,A person on a field flying a kite.,park,park.n.01,1
504748,The two stuffed animals are sitting in their boxes.  ,nostril,nostril.n.01,0
121666,Several people on skis standing in the snow.,eyes,eye.n.01,0
569196,A man on a surfboard on an ocean wave.,boy,male_child.n.01,0
255808," a man driving down the street in motorcycle
",motorbike,minibike.n.01,1
435554,The woman is playing tennis on the court.,outside,outside.n.01,1
268008,A man swinging a bat on a baseball field.,man,man.n.01,1
57491,A girl taking a bite of a banana while holding a cup.,rest,remainder.n.01,0
55458,"A black plate with apples, spinach and a sandwich.",hair,hair.n.01,0
252198,Hot dogs and drinks sitting on a wooden table.,table,table.n.02,1
476198,A photo of someone standing at the home plate at a baseball game.,pole,pole.n.01,0
16784,A passenger plane that is on a runway. ,jet,jet.n.01,1
63307,A child stands with his bat ready to hit a ball. ,wings,wing.n.01,0
81571,A crowd of people standing around looking at two giraffes.,brown hair,hair.n.01,1
502680,a white dog sitting on the deck of a boat at the harbor,cloud,cloud.n.01,0
212914,A man who is going down a hill on snow skis.,snow,snow.n.01,1
156823,two young sheep walk out in front of older ewe,door,door.n.01,1
506341,A person in casual clothes and no shoes stands on a tennis court with a racket.,mane,mane.n.01,0
553586,A bowl of fruit on a plate with a croissant sandwich.,skin,skin.n.01,1
413628,A plate with a slice of dessert with whipped cream.,skateboard,skateboard.n.01,0
473590,Two women of different ages standing on the street while eating donuts ,nuts,nut.n.01,1
180271,A few brown and white giraffes standing together,man,man.n.01,0
84230,A boy and a girl posing next to a statue.,wall,wall.n.01,0
188329,A bunch of surfboards that are in a building.,wall,wall.n.01,0
237632,A notebook computer is open on a table.,table,table.n.02,1
446,a standing woman with a remote control in hand ,stones,rock.n.01,1
335524,Three women are beginning their cross country run together.,building,building.n.01,0
497244,A man cutting a cake on a table with cards on it.,whiskers,hair's-breadth.n.01,0
457121,This pizzeria sells pizza for one euro at their place.,drain,drain.n.01,1
73808,"Baking supplies are on the counter, bananas, flour, shortening, brown sugar and nuts.",wave,wave.n.01,0
376457,a bunch if white urinals are lined up in a bathroom,urinal,urinal.n.01,1
128912,"Bottles, cans, and foodstuffs within a wall's recess",wall,wall.n.01,1
69257,three hot dogs covered with toppings sitting on a red tray,cloud,cloud.n.01,0
536010,A kitchen is mostly white and has a few appliances. ,drawer,drawer.n.01,1
103547,A man adjusts his neck tie in a mirror.,wall hanging,,1
458862,All of the cows are ready for some sleep.,hay,hay.n.01,1
376817,Man in blue vest talking on phone by a fence.,cumberbund,,1
351430,A teenaged girl in a purple shirt sits on a bench in the sun.,lids,eyelid.n.01,0
191228,a snall toilet and a sink in a bathroom,neck,neck.n.01,0
523306,Two people riding an elephant on a trail.,elephant,elephant.n.01,1
256366,A boy that is on the concrete with a skateboard.,hand,hand.n.01,1
337019,A batter prepares for the pitch during a baseball game.,mask,mask.n.01,1
575096,A lady trying to carry a man in a suitcase,ponytail,ponytail.n.01,1
351855,A man who is reaching to hit a tennis ball with his racket.,wall,wall.n.01,1
447877,A hotel has elaborately shaped towels on the turned down bed.,pads,pad.n.01,0
6914,A couple of roosters standing in a field ,feather,feather.n.01,1
404990,Men and their prom dates line up for a photo,window,window.n.01,0
106229,A dog is laying on the carpet by a boot.,boot,boot.n.01,1
433331,A green train parked in front of a train station.,bus,bus.n.01,0
281262,A long white walkway leads to an airplane that is parked on a tarmac as several luggage trucks are parked near the plane.,person is walking,person.n.01,1
232358,a white shower with white towels on display,small waves.,wave.n.01,0
308119,"two pieces of luggage, a red duffle bag and a blue backpack. ",printed,,1
132310,some people sitting at tables are eating and one has a laptop,hair,hair.n.01,1
237726,A close up of a hotdog and some fries.,pipe,pipe.n.01,0
47684,A man wearing a backpack stands in front of a urinal.,numbers,numeral.n.01,0
262103,A medium sized dog walking by itself on the street.,blue number,numeral.n.01,0
424272,A generated picture of a trolley car on train tracks.,tree,tree.n.01,1
325648,A person on a blue snow board on a metal stand.,light,light.n.01,1
523314,A women sitting on a couch working on a laptop computer.,floor,floor.n.01,1
316059,A bright red fire hydrant sits in the grass at the side of a road. ,fire hydrant,,1
319201,A bridge and groom cutting a green wedding cake,sheep,sheep.n.01,0
480841,There are some green leaves with oranges hanging from them.,orange,,1
296766,a man that is playing a wii in a living room,ground,land.n.04,0
355415,Male cuts into a round plate of sandwiches.,rear wheel,wheel.n.01,1
479394,A deocorated toilet with rolls of upopened toilet paper around it.,dog,dog.n.01,0
210683,Two guys are sleeping on the leather couches.,curtain,curtain.n.01,0
331419,Several dogs behind metal wire in a vehicle.,boat,boat.n.01,0
94092,A man is standing in front of a display.,child,child.n.01,0
215534,A roadside stand under an umbrella selling flowers.,window,window.n.01,0
80745,Closeup of various bananas that are yellow and green.,number,numeral.n.01,0
299723,The man is throwing a Frisbee outside. ,pepperoni,pepperoni.n.01,0
501515,A man drinking from a glass standing next to a wine glass.,buckle,buckle.n.01,0
99308,A person is doing tricks on a skateboard.,skateboard,skateboard.n.01,1
534166,People standing at display with computers and a television.,woman,woman.n.01,1
187371,A smiling man sits on a horse on a dirt road. ,house,house.n.01,0
341335,A wall with a bull's head on it next to a light.,animal,bull.n.01,1
581709,A man riding up the side of a wooden ramp.,trees,tree.n.01,0
425669,Man standing on ledge looking out over land,house,house.n.01,0
121884,A large building that is part library and part restaurant.,establishment,constitution.n.02,1
480776,A man driving a wagon being pulled by a horse.,ground,land.n.04,0
535804,Two cows on a grass covered hillside on a sunny day.,suitcase,bag.n.06,0
162083,motor bikes being riden around a corner hard,sunglasses,sunglasses.n.01,0
318220,Large silver airplane parked outside an airport with a pilot in it. ,jersey,new_jersey.n.01,0
462974,a vase with some colorful flowers around it,dock,dock.n.01,0
538167,A stop sign in front of a tan building with several trees and bushes.,signpost,signpost.n.01,1
102610,There are four zebras standing in a lot.,glass,glass.n.01,0
195755,A small plane parked on a runway in the sun,urn,pot.n.01,0
268313,A man riding a bike with an adorable small dog on the back.,dog,dog.n.01,1
245780,A man is playing frisbee on a green field.,belt,belt.n.01,1
358545,"Two dogs, one has an object in it's mouth.",ear,ear.n.01,1
97191,A decorative clock tower situated in front of a building.,pink frosting,frosting.n.01,0
110011,A red and yellow traffic sign sitting on the side of a road.,tree,tree.n.01,1
22806,A rain soaked street filled with traffic and surrounded by tall buildings.,brick,brick.n.01,0
41005,a group of people on skis pose on a showy hill,mountain,mountain.n.01,1
291630,There is a man with glasses that is letting a spider crawl on his arm,water,water.n.01,0
305450,A bike is parked on a street near a yellow door.,knob,knob.n.02,1
175333,The bats are docked and ready to be taken out on the water,tower,tower.n.01,1
490111,A couple of giraffe standing on top of a dry grass field.,giraffes,giraffe.n.01,1
79156,A wooden table with flowers and two chairs by the window.,flower,flower.n.01,1
245062,A baseball player running to catch a ground ball,hand,hand.n.01,1
15347,A basket of freshly fried potato chips along side a burger held together by a long wooden stick with a whole pepper.,suit,suit.n.01,0
285729,A woman on a motorcycle in front of trees. ,tree,tree.n.01,1
73195,A bunch of elephants in the middle of sombe rush and some fallen tree trunks.,hat,hat.n.01,0
82464,A hotdog and cheese fries sit upon a red trey.,light glare,glare.n.01,1
92017,A bed's dressings are open on one side as a lamp glows in the corner.,strap,strap.n.01,0
439896,A woman sits on a motorcycle inside a store with stacks of books surrounding her,bulb,bulb.n.01,1
26812,An assortment of colorful fruits stacked on top of each other.,apple,apple.n.01,1
204422,A group of people stand on skis and snowboards.,plant,plant.n.01,0
76847,some boats docked and people at a lake,gloves,glove.n.02,0
416723,there are two woman and a man playing a video game,girl's shirt,girl.n.01,1
533941,Large clock on a building with a statue of a skeleton and a man working working.,design,design.n.01,0
469475,A group of kids on skateboards near a motor bike.,hand,hand.n.01,0
233677,There is a bouquet of flowers on the window pain. ,chair,chair.n.01,0
46630,A baseball player is up to bat and has swung.,rider,rider.n.01,0
296161,A big fat black kitty relaxes in a blue chair.,wall,wall.n.01,0
132964,An adult giraffe standing in grass near tall trees.,light,light.n.01,0
131638,Trunk and small chest in cream colored room.,room,room.n.01,1
38055,"A small, red and black bird in a pile of dirt.",wave,wave.n.01,0
300445,a close up of a bear in a field near bushes,web,web.n.01,1
270784,an old fashioned train on the track with people looking at it ,tree,tree.n.01,1
387903,A bedroom of some sort with two beds.,bed,bed.n.01,1
78075,Vehicle passing through intersection in urban area at dusk.,man,man.n.01,0
59406,A stuffed teddy bear laying on top of white pillows.,bananas,banana.n.01,0
440623,Dishes on a table with food on them.,book,book.n.01,0
85154,there is a male surfer that is riding a wave in the ocean,logo,logo.n.01,1
420446,"A stop sign stands leaning with a sticker that reads ""Homophobia"" stuck to it.",part,part.n.01,0
431342,A snowboarder jumps off a hill of snow at night.,pole,pole.n.01,0
358674,A surfer in the middle of a wave with a fair amount of churning water.,surfer,surfer.n.01,1
179615,Some guys on the street with some loaded down hot dogs.,shirt,shirt.n.01,1
529117,Wildlife animals grazing on grasses in open natural field.,grass,grass.n.01,1
