image_id,premise,hypothesis,hyp_rel,label
484386,a big boat sits parked next to other boats ,Black tire on the boat ,"[[2168936, u'ON', u'along.r.01', 3075572]]",1
294138,A small elephant standing next to a rock wall.,onions and olive on pizza,"[[1085347, u'ON', u'along.r.01', 1085336]]",0
10125,A clock tower in a very old black and white photo.,a group of four giraffes,"[[1205165, u'from', None, 1205166]]",0
305414,A heard of elephants walking past the only tree on the field.,a white car parked in lot,"[[602248, u'IN', u'in.r.01', 602249]]",0
430964,A woman riding down a snow covered ski slope on skis.,woman has black pants,"[[3233794, u'has', u'have.v.01', 3233795]]",1
77851,a guy that is sitting down with his laptop,The man has his suitcase on the floor ,"[[2886122, u'has', u'have.v.01', 2886123]]",1
176918,An old police car is parked behind a fence.,the police car is behind the fence,"[[2212570, u'behind', u'be.v.01', 2212571]]",1
12524,a couple of people stand on some dry leaves ,Man is wearing blue pants,"[[2006759, u'wears', u'wear.v.01', 2006758]]",1
496832,A person zipping up a suitcase full of clothes.,waves coming behind people,"[[584235, u'are behind', u'be.v.01', 584228]]",0
186842,A zebra in the shade looking at the ground.,the nose of a black and white zebra,"[[942684, u'has a', u'have.v.01', 942696]]",1
321325,A man stands on a surfboard on the crest of a wave.,mustache on man's face.,"[[1268081, u'has', u'have.v.01', 1268096]]",0
86596,An ornate wooden clock on a mantel with a lace doily,Ornamental clock on a doily.,"[[1673839, u'on a', u'along.r.01', 2704665]]",1
370917,A man that is sitting on a motorcycle.,man wearing helmet,"[[1175857, u'wearing a', u'be.v.01', 1175858]]",1
46524,a woman is smiling while eating a pizza,Pizza on white plate.,"[[2846221, u'ON', u'along.r.01', 2846222]]",1
60706,Two laptops on a table with a white cloth.,Wheels of orange train,"[[3684334, u'ON', u'along.r.01', 3042902], [3684335, u'ON', u'along.r.01', 3042902], [3684336, u'ON', u'along.r.01', 3042902], [3684337, u'ON', u'along.r.01', 3042902], [3684338, u'ON', u'along.r.01', 3042902]]",0
51198,a outdoor lamp sits in front of a tower with a clock on it ,The windows on the second floor of the house.,"[[3789453, u'OF', None, 3789454], [3789452, u'OF', None, 3789454], [3789451, u'OF', None, 3789454], [3789450, u'OF', None, 3789454], [3789449, u'OF', None, 3789454]]",0
294716,a woman in a dress holding a glass while eating something,the man is holding a white bag,"[[398688, u'holding', u'have.v.01', 398689]]",0
574885,Black and white photograph of man on a skateboard.,surfer's head on crest of sea wave,"[[3522569, u'ON', u'be.v.01', 3522570], [3522570, u'ON', u'be.v.01', 1899331]]",0
88117,a dog sleeping on a bed while covered with a blanket,The light colored pink blanket on the bed.,"[[1732762, u'ON', u'along.r.01', 3723543]]",1
189361,A bus at a bus stop picking up people. ,The front bumper on the bus is green.,"[[1185433, u'has a', u'have.v.01', 1185452]]",1
35844,an old car driving next to a bus ,wrinkles in a elephant's skin,"[[160248, u'has', u'have.v.01', 160253], [160253, u'has', u'have.v.01', 160262]]",0
201116,Snowboarder sitting in the snow on top of a mountain.,"Red, green, black and white tail on plane","[[1362653, u'on end of', u'end.v.01', 1362643]]",0
534980,In the first picture a man is sitting on a bench and in the second picture the same man is walking with his hands in his pocket. ,man holding a black strap,"[[1952776, u'holding', u'have.v.01', 3747341]]",1
131460,The wall of a building with two windows and a balcony.,a window of the building,"[[2815835, u'of a', None, 3077908]]",1
138166,a large sandwich that is on a plate,a few seeds on the top of the bread,"[[160838, u'ON', u'along.r.01', 160837]]",1
88675,a red fire hydrant sitting outside of a water system,shoulder strap for the bag,"[[2231796, u'attached to', u'attach.v.01', 2231795]]",0
230843,A young boy is standing on a surfboard in the water.,Man riding a horse. ,"[[3145057, u'riding', None, 3145058]]",0
414046,A woman leading a cow with a rope into a stable.,the bird has yellow eyes,"[[447931, u'has', u'have.v.01', 447939]]",0
317193,A man hitting a tennis ball with a racquet on a court.,tennis player jumping to hit tennis ball,"[[2161169, u'jumping to hit', u'reach.v.01', 2161170]]",1
403718,a person standing in front of a television in a living room.,a VCR above the television,"[[356900, u'above', u'above.r.01', 356893]]",1
140209,A man dressed in an old time uniform swinging a baseball bat.,woman wearing blue jeans,"[[2430806, u'WEARING', u'wear.v.01', 3729839]]",0
236078,A Dodgers pitcher pitching the ball at home base.,left eye closed on dog,"[[2396552, u'closed on', u'along.r.01', 2396551]]",0
333379,A mother and son playing a video game.,A window on a building.,"[[1552923, u'ON', u'be.v.01', 3644985], [1552923, u'ON', u'be.v.01', 3644985]]",0
52076,The horses are grazing in the grass together.,Tail of brown horse swishing,"[[2120125, u'has', u'have.v.01', 3332197]]",1
479204,There is a little bird sitting on a wire. ,black bird looking to the sky,"[[1902063, u'looking to', u'look.v.02', 1952873]]",1
285784,People running on a beach flying a kite,window on building on corner,"[[1001215, u'on a', u'along.r.01', 1001209]]",0
111768,A bench with a painting on it near a truck.,a train on the tracks,"[[1264023, u'ON', u'along.r.01', 1264022]]",0
563914,a man in a red jacket skiing down a steep hill ,a man in black pants,"[[2928771, u'IN', None, 2928770]]",1
57617,a car being towed by a tow truck on a road,clip on back of head,"[[1963059, u'ON', u'along.r.01', 3854654]]",1
532471,many people standing on a beach wit ha bus near by,Colorful sunset over the ocean,"[[3662055, u'over', u'over.r.01', 3343005]]",1
558166,A group of people sitting at a long table in  a wine cellar.,the  man is wearing a green sweater,"[[1086466, u'WEARING', u'be.v.01', 1086489]]",1
234717,a couple of people walk down a side walk next to a street ,many stickers are on the pole,"[[2133025, u'ON', u'along.r.01', 3580751], [2133026, u'ON', u'along.r.01', 3580751], [2133027, u'ON', u'along.r.01', 3580751], [2133028, u'ON', u'along.r.01', 3580751], [2133029, u'ON', u'along.r.01', 3580751]]",0
37477,A cat is using a toilet in a bathroom with a red shower curtain.,black tile on floor,"[[2590226, u'ON', u'along.r.01', 2590231], [2590227, u'ON', u'along.r.01', 2590231], [2590228, u'ON', u'along.r.01', 2590231], [2590229, u'ON', u'along.r.01', 2590231], [2590230, u'ON', u'along.r.01', 2590231]]",1
523673,An old train is traveling on the railroad and going away. ,Light on side of train above windows.,"[[1200270, u'on side of', u'along.r.01', 1200254]]",0
231812,Red bench with wheels overlooking the beach under a tree. ,The ad on the side of the bus,"[[551111, u'on side of', u'along.r.01', 551086]]",0
99745,A white and blue bowl filled with a meaty soup.,leg of a bear,"[[3510929, u'ON', None, 2749141]]",0
267647,A birthday cake with a piece cut out sitting on lace doily in the cake box.,part of a plant,"[[3860872, u'OF', None, 2658021]]",0
516300,A man sculpting a gray pot on top of a wheel.,the arm of a man,"[[1356199, u'has', u'have.v.01', 1356218]]",1
285220,A baseball player that is swinging his baseball bat. ,a dvd on the shelf,"[[1560416, u'IN', u'in.r.01', 1560417]]",0
104591,Giraffes in an enclosure next to a play mountain for children.,kids climbing on a rock,"[[827627, u'climb', u'climb.v.01', 827624]]",1
195860,Street signs are posted on top of a stop sign.,there is a newspaper on the desk,"[[1060740, u'ON', u'be.v.01', 1060766]]",0
147775,A woman attempting to zip herself into a suit case.,stack of plates on a table,"[[952249, u'ON', u'along.r.01', 952248]]",0
270388,A white cabinet that is next to a sink.,a car with four doors,"[[1026314, u'has', u'have.v.01', 1026315]]",0
210371,This is a white plate with a variety of food on it. ,roll with baked cheese on top,"[[970935, u'with', None, 970948]]",1
456827,Multiple signs on a lamppost next to a street.,Woman wearing green shirt.,"[[700526, u'WEARING', u'wear.v.01', 700537]]",0
539214,"A red, white and grey train at a train station.",a window on a train,"[[3279321, u'ON', u'along.r.01', 3398238]]",1
378066,a herd of zebras stand in a patch of dead grass,Shadow of the zebra,"[[1351666, u'OF', None, 1351656]]",1
182215,A train that is on the tracks near snow.,building in the distance,"[[3304909, u'IN', u'in.r.01', 3785612]]",1
237225,A three tiered cake on a white table next to a window.,blue kite in the sky,"[[3010580, u'IN', u'in.r.01', 3427414]]",0
184673,A person looks at his cell phone while a train pulls into the station.,A cabinet with cubbies.,"[[1859507, u'has', u'have.v.01', 3577324]]",0
172910,a few bananas hanging up off of a ceiling ,top bunch of bananas,"[[802464, u'OF', None, 802447]]",1
274089,A person jumping a skateboard out of an empty swimming pool.,a man is leaning against the rail,"[[1920228, u'leaning on', u'tend.v.01', 1920230]]",1
488149,Three men looking at a flying kite in the sky.,purple shirt on the man.,"[[1230534, u'wearing a', u'be.v.01', 1230536]]",1
528471,A man riding a surfboard on top of a wave.,white clouds in blue sky,"[[2800477, u'has', None, 2800476]]",0
536786,A single zebra standing in a tan veldt.,Phone to man's ear.,"[[2716278, u'has', u'have.v.01', 3506797], [3506797, u'has', u'have.v.01', 3506795]]",0
544518,A person who is skiing down a hill.,Small square tinted windows on large building,"[[146165, u'ON', u'along.r.01', 146170], [146166, u'ON', u'along.r.01', 146170], [146167, u'ON', u'along.r.01', 146170], [146168, u'ON', u'along.r.01', 146170], [146169, u'ON', u'along.r.01', 146170]]",0
135513,A beautiful wood home that is in view of a mountain.  ,The house is in the back,"[[1151545, u'IN', u'be.v.01', 1151553]]",1
221330,A clock clamped inside of a rusty vice. ,people playing frisbee in park,"[[2930842, u'playing', u'play.v.01', 1883561]]",0
491585,a woman whispers into a mans ear with a suit on,people are under a white tent,"[[589567, u'under', u'under.r.01', 589563]]",0
176785,A woman riding on the back of a black horse.,a women holding her arm in the air,"[[3825334, u'holding up', u'have.v.01', 3825344]]",0
93971,A row of small decorated floats on the water,Play house on a boat.,"[[328995, u'ON', u'along.r.01', 328996]]",1
204424,A wooden bench sits in a lush garden. ,tool to shear the sheep,"[[2936052, u'to shear', None, 2936051]]",0
98694,A laptop on a desk with water bottles,A light on a vehicle.,"[[1580500, u'ON', u'along.r.01', 1580499]]",0
573119,A white toilet situated in a corner next to a landline telephone.,a phone on the wall,"[[2566901, u'ON', u'along.r.01', 2566902]]",1
537866,Big family meal being eaten on the table.,Small green veggie on a plate,"[[3212127, u'on a', None, 3337534]]",0
316660,A black and white cat looking at bananas and a loaf of bread.,collar of a cat,"[[1004959, u'has a', u'have.v.01', 1004963]]",1
281855,People are on the beach flying a kite.,rocky sand on the beach ,"[[3007318, u'ON', u'along.r.01', 3665335]]",1
321215,A woman on a skateboard is being followed by a man and child on a scooter.,a white post sticking out of the ground,"[[177850, u'ON', u'along.r.01', 177851]]",1
172582,A blue and green fire hydrant on the sidewalk,traffic signal on pole ,"[[808043, u'ON', None, 3769369]]",1
495292,a boy with out his shirt drinking something,"a woman wearing a blue, gray, and white jacket","[[2524652, u'WEARING', u'wear.v.01', 2524653]]",0
480682,A young painting an elephants trunk while standing in the water. ,Painted figure on elephant,"[[3672952, u'ON', u'be.v.01', 2289415]]",1
549721,A baseball player dropped his bat and is running from home plate.,The bat was thrown by player.,"[[2239413, u'by', None, 2239414]]",1
569829,A black truck is parked near some reddish mountains,the tail of a giraffe,"[[810356, u'has a', u'have.v.01', 810358]]",0
316448,The contents of an open suitcase are shown scattered on a table as a man leaves the room in the background.,pink tag on bear,"[[2919346, u'ON', None, 2919347]]",0
72733,A blurry photograph of a white bench between flowers.,A shadow of a person on the grass. ,"[[903694, u'ON', u'be.v.01', 903695]]",1
332736,grandfather clock hanging on wall next to a grandfather clock,many cars parked on the street,"[[2810075, u'ON', u'along.r.01', 3562925]]",0
7275,A guy skateboarding on a big ramp somewhere.,A person in the air on a snowboard. ,"[[1180581, u'ON', u'along.r.01', 1180577]]",1
280942,Blurry photograph of a surfer in a wetsuit catching a wave,a clock on a wrist,"[[3695602, u'ON', u'along.r.01', 3695603]]",0
440762,A person is standing in front of a tv playing Wii ,young boy with one foot on a skateboard,"[[469160, u'has', u'have.v.01', 469161], [469161, u'ON', u'along.r.01', 469162]]",0
544785,"The large living room has a sofa, a dresser, and a small table.",bunch of tulips in vase on window sill,"[[2766171, u'are in', None, 2766172]]",1
20966,a bunch of cows are standing in a pin,The two people sitting on the bench.,"[[1224024, u'sitting on a', u'sit.v.01', 1224014]]",0
122950,Many boats are gathered in the bay on a gllomy day.,The roof of the building,"[[1991403, u'OF', None, 1991404]]",1
362091,A white plat topped with  rice meat and veggies.,two pieces of silverware on plate,"[[1126222, u'ON', u'be.v.01', 1126214]]",1
462082,A boy eating a candy bar in a dark room.,The board has water on it.,"[[2176256, u'has', None, 2176257]]",0
496678,An elephant is highly decorated by a building.,An awning over the elephant,"[[915432, u'over', u'be.v.01', 915402]]",1
564708,A large brick tower with three clocks on it.,the clouds in the sky,"[[2568413, u'IN', u'in.r.01', 2568412]]",1
547164,A fire hydrant sits in front of a large theater and pedestrians. ,a word on the building,"[[2134095, u'ON', u'along.r.01', 2134096]]",1
